Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Correct Set Size,Average Iteration Age of Correct Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,# Rules Removed via Rule Compaction,Total Global Time,Total Matching Time,Total Covering Time,Total Crossover Time,Total Mutation Time,Total Attribute Tracking Time,Total Expert Knowledge Time,Total Model Initialization Time,Total Classifier Add Time,Total Rule Compaction Time,Total Deletion Time,Total Subsumption Time,Total Selection Time,Total Evaluation Time
1497,0.54,0.8546296296296303,559,696,91,59,506.33720930232556,0,0,0,0,0,0,2.2311811447143555,0.7524504661560059,0.0014500617980957031,0.005362033843994141,0.09214258193969727,0.12921142578125,2.8848648071289062e-05,0.6204440593719482,0.08424568176269531,0.0,0.001232147216796875,0.08722901344299316,0.018422365188598633,0.22320055961608887
1498,0.54,0.8546296296296303,559,696,104,74,645.2745098039215,0,0,0,0,0,0,2.2329511642456055,0.7534656524658203,0.0014510154724121094,0.005362033843994141,0.09214258193969727,0.12929654121398926,2.8848648071289062e-05,0.6204440593719482,0.08424568176269531,0.0,0.001232147216796875,0.08722901344299316,0.018422365188598633,0.22341084480285645
1499,0.54,0.8546296296296303,560,698,85,34,403.6140350877193,0,1,2,0,0,0,2.2350919246673584,0.7543966770172119,0.0014510154724121094,0.005387306213378906,0.09229254722595215,0.129347562789917,2.8848648071289062e-05,0.6204440593719482,0.08462691307067871,0.0,0.0012333393096923828,0.08761811256408691,0.01847243309020996,0.22359800338745117
1500,0.54,0.8546296296296303,562,700,83,46,604.8307692307692,0,1,2,0,0,0,2.237506151199341,0.7553489208221436,0.0014519691467285156,0.005414485931396484,0.09253144264221191,0.1294105052947998,2.8848648071289062e-05,0.6204440593719482,0.0851142406463623,0.0,0.0012345314025878906,0.08811211585998535,0.018531322479248047,0.2237839698791504
1501,0.54,0.8546296296296303,562,700,93,28,415.72093023255815,0,0,0,0,0,0,2.239173173904419,0.7563550472259521,0.0014529228210449219,0.005414485931396484,0.09253144264221191,0.12947750091552734,2.8848648071289062e-05,0.6204440593719482,0.0851142406463623,0.0,0.0012354850769042969,0.08811211585998535,0.018531322479248047,0.2240123748779297
1502,0.54,0.8546296296296303,562,700,77,36,368.48275862068965,0,0,0,0,0,0,2.240787982940674,0.7573912143707275,0.0014538764953613281,0.005414485931396484,0.09253144264221191,0.1295456886291504,2.8848648071289062e-05,0.6204440593719482,0.0851142406463623,0.0,0.0012366771697998047,0.08811211585998535,0.018531322479248047,0.22421550750732422
1503,0.54,0.8546296296296303,564,702,89,57,606.5853658536586,0,1,2,0,0,0,2.2434701919555664,0.7583632469177246,0.0014548301696777344,0.0054492950439453125,0.09291648864746094,0.12963080406188965,2.8848648071289062e-05,0.6204440593719482,0.08559513092041016,0.0,0.001237630844116211,0.08860230445861816,0.018610477447509766,0.2244112491607666
1504,0.52,0.8546296296296303,564,702,77,27,409.47727272727275,0,0,0,0,0,0,2.244936943054199,0.7593202590942383,0.0014557838439941406,0.0054492950439453125,0.09291648864746094,0.12967991828918457,2.8848648071289062e-05,0.6204440593719482,0.08559513092041016,0.0,0.0012385845184326172,0.08860230445861816,0.018610477447509766,0.22459125518798828
1505,0.52,0.8546296296296303,566,704,103,56,592.2875,0,1,2,0,0,0,2.2475061416625977,0.7603380680084229,0.0014557838439941406,0.0054891109466552734,0.09315633773803711,0.12975597381591797,2.8848648071289062e-05,0.6204440593719482,0.0860128402709961,0.0,0.0012385845184326172,0.08902812004089355,0.018682479858398438,0.22480535507202148
1506,0.5,0.8546296296296303,566,704,82,41,404.67692307692306,0,0,0,0,0,0,2.248991012573242,0.761260986328125,0.0014567375183105469,0.0054891109466552734,0.09315633773803711,0.12981414794921875,2.8848648071289062e-05,0.6204440593719482,0.0860128402709961,0.0,0.0012395381927490234,0.08902812004089355,0.018682479858398438,0.2249891757965088
1507,0.52,0.8546296296296303,566,704,104,69,764.7582417582418,0,0,0,0,0,0,2.2508432865142822,0.7623488903045654,0.0014576911926269531,0.0054891109466552734,0.09315633773803711,0.12990236282348633,2.8848648071289062e-05,0.6204440593719482,0.0860128402709961,0.0,0.0012402534484863281,0.08902812004089355,0.018682479858398438,0.2252190113067627
1508,0.54,0.8546296296296303,568,706,97,47,552.1449275362319,0,1,1,0,0,0,2.2532989978790283,0.7633028030395508,0.0014576911926269531,0.005514860153198242,0.09338641166687012,0.12996315956115723,2.8848648071289062e-05,0.6204440593719482,0.08649301528930664,0.0,0.0012402534484863281,0.08951616287231445,0.018744468688964844,0.22542285919189453
1509,0.56,0.8546296296296303,568,706,86,40,544.7777777777778,0,0,0,0,0,0,2.254897117614746,0.7642817497253418,0.001458883285522461,0.005514860153198242,0.09338641166687012,0.13003015518188477,2.8848648071289062e-05,0.6204440593719482,0.08649301528930664,0.0,0.0012412071228027344,0.08951616287231445,0.018744468688964844,0.22562479972839355
1510,0.56,0.8546296296296303,570,708,116,49,628.3529411764706,0,0,2,0,0,0,2.25807523727417,0.7655518054962158,0.0014598369598388672,0.005514860153198242,0.09377455711364746,0.13011837005615234,2.8848648071289062e-05,0.6204440593719482,0.08699774742126465,0.0,0.0012421607971191406,0.09002995491027832,0.018818378448486328,0.22592663764953613
1511,0.56,0.8546296296296303,570,708,74,29,433.6744186046512,0,0,0,0,0,0,2.2596380710601807,0.7665960788726807,0.0014598369598388672,0.005514860153198242,0.09377455711364746,0.1301724910736084,2.8848648071289062e-05,0.6204440593719482,0.08699774742126465,0.0,0.0012431144714355469,0.09002995491027832,0.018818378448486328,0.2261066436767578
1512,0.54,0.8546296296296303,570,708,71,36,383.98214285714283,0,0,0,0,0,0,2.2612061500549316,0.7676279544830322,0.0014607906341552734,0.005514860153198242,0.09377455711364746,0.13024353981018066,2.8848648071289062e-05,0.6204440593719482,0.08699774742126465,0.0,0.0012443065643310547,0.09002995491027832,0.018818378448486328,0.22628545761108398
1513,0.56,0.8546296296296303,571,710,114,74,642.5742574257425,0,0,2,0,0,0,2.2642390727996826,0.768765926361084,0.0014607906341552734,0.005514860153198242,0.09413576126098633,0.13033556938171387,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012450218200683594,0.09054803848266602,0.01891326904296875,0.22652363777160645
1514,0.58,0.8546296296296303,571,710,88,52,510.6835443037975,0,0,0,0,0,0,2.2662782669067383,0.7700307369232178,0.0014617443084716797,0.005514860153198242,0.09413576126098633,0.13042449951171875,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012459754943847656,0.09054803848266602,0.01891326904296875,0.22675871849060059
1515,0.58,0.8546296296296303,571,710,90,48,517.1940298507462,0,0,0,0,0,0,2.2680718898773193,0.7711336612701416,0.001462697982788086,0.005514860153198242,0.09413576126098633,0.13050150871276855,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012469291687011719,0.09054803848266602,0.01891326904296875,0.22698450088500977
1516,0.56,0.8546296296296303,571,710,89,40,419.015625,0,0,0,0,0,0,2.2697269916534424,0.7721679210662842,0.0014634132385253906,0.005514860153198242,0.09413576126098633,0.13055872917175293,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012478828430175781,0.09054803848266602,0.01891326904296875,0.22719740867614746
1517,0.56,0.8546296296296303,571,710,101,51,531.5416666666666,0,0,0,0,0,0,2.271663188934326,0.773270845413208,0.0014643669128417969,0.005514860153198242,0.09413576126098633,0.13064265251159668,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012488365173339844,0.09054803848266602,0.01891326904296875,0.22747516632080078
1518,0.54,0.8546296296296303,571,710,83,39,432.7758620689655,0,0,0,0,0,0,2.2733230590820312,0.7743210792541504,0.0014653205871582031,0.005514860153198242,0.09413576126098633,0.13070154190063477,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012497901916503906,0.09054803848266602,0.01891326904296875,0.2276780605316162
1519,0.56,0.8546296296296303,571,710,85,49,515.8783783783783,0,0,0,0,0,0,2.2749922275543213,0.7753713130950928,0.0014653205871582031,0.005514860153198242,0.09413576126098633,0.1307682991027832,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012497901916503906,0.09054803848266602,0.01891326904296875,0.2278733253479004
1520,0.56,0.8546296296296303,571,710,78,26,337.0,0,0,0,0,0,0,2.2764899730682373,0.7763564586639404,0.001466512680053711,0.005514860153198242,0.09413576126098633,0.13082146644592285,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012509822845458984,0.09054803848266602,0.01891326904296875,0.22804832458496094
1521,0.56,0.8546296296296303,571,710,108,30,455.93333333333334,0,0,0,0,0,0,2.2782270908355713,0.7774574756622314,0.001466512680053711,0.005514860153198242,0.09413576126098633,0.13087034225463867,2.8848648071289062e-05,0.6204440593719482,0.08750772476196289,0.0,0.0012519359588623047,0.09054803848266602,0.01891326904296875,0.22826504707336426
1522,0.56,0.8546296296296303,572,712,83,40,499.23214285714283,0,0,2,0,0,0,2.2807302474975586,0.7784323692321777,0.0014677047729492188,0.005537986755371094,0.09452342987060547,0.13093018531799316,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.001252889633178711,0.09093523025512695,0.018976211547851562,0.22849297523498535
1523,0.58,0.8546296296296303,572,712,84,50,558.5135135135135,0,0,0,0,0,0,2.282407283782959,0.7794830799102783,0.001468658447265625,0.005537986755371094,0.09452342987060547,0.13100099563598633,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.001252889633178711,0.09093523025512695,0.018976211547851562,0.22869181632995605
1524,0.58,0.8546296296296303,572,712,99,49,525.8428571428572,0,0,0,0,0,0,2.28416109085083,0.7805728912353516,0.0014696121215820312,0.005537986755371094,0.09452342987060547,0.13106918334960938,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.001252889633178711,0.09093523025512695,0.018976211547851562,0.2288980484008789
1525,0.6,0.8546296296296303,572,712,69,46,698.4307692307692,0,0,0,0,0,0,2.2856690883636475,0.7815768718719482,0.0014705657958984375,0.005537986755371094,0.09452342987060547,0.1311330795288086,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.001252889633178711,0.09093523025512695,0.018976211547851562,0.22905325889587402
1526,0.6,0.8546296296296303,572,712,97,61,517.5783132530121,0,0,0,0,0,0,2.2873573303222656,0.7825918197631836,0.0014715194702148438,0.005537986755371094,0.09452342987060547,0.13120222091674805,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.001252889633178711,0.09093523025512695,0.018976211547851562,0.22925114631652832
1527,0.6,0.8546296296296303,572,712,80,39,522.8070175438596,0,0,0,0,0,0,2.288945198059082,0.783599853515625,0.00147247314453125,0.005537986755371094,0.09452342987060547,0.13126325607299805,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.0012540817260742188,0.09093523025512695,0.018976211547851562,0.2294459342956543
1528,0.58,0.8546296296296303,572,712,104,48,539.9420289855072,0,0,0,0,0,0,2.2908642292022705,0.7847776412963867,0.0014736652374267578,0.005537986755371094,0.09452342987060547,0.1313331127166748,2.8848648071289062e-05,0.6204440593719482,0.08788657188415527,0.0,0.001255035400390625,0.09093523025512695,0.018976211547851562,0.22969698905944824
1529,0.56,0.8546296296296303,574,714,104,45,602.25,0,0,2,0,0,0,2.2936110496520996,0.7858772277832031,0.001474618911743164,0.0055599212646484375,0.09482026100158691,0.13140511512756348,2.8848648071289062e-05,0.6204440593719482,0.08838391304016113,0.0,0.0012559890747070312,0.09144210815429688,0.019043445587158203,0.22992300987243652
1530,0.56,0.8546296296296303,574,714,77,28,394.64444444444445,0,0,0,0,0,0,2.2951221466064453,0.786872386932373,0.0014755725860595703,0.0055599212646484375,0.09482026100158691,0.1314549446105957,2.8848648071289062e-05,0.6204440593719482,0.08838391304016113,0.0,0.0012559890747070312,0.09144210815429688,0.019043445587158203,0.23010635375976562
1531,0.58,0.8546296296296303,576,716,100,38,499.89830508474574,0,1,2,0,0,0,2.2976670265197754,0.7879452705383301,0.0014755725860595703,0.005589962005615234,0.095062255859375,0.13151073455810547,2.8848648071289062e-05,0.6204440593719482,0.08884096145629883,0.0,0.0012569427490234375,0.09190726280212402,0.019098281860351562,0.23031210899353027
1532,0.58,0.8546296296296303,576,716,78,45,545.3030303030303,0,0,0,0,0,0,2.29923415184021,0.7889442443847656,0.0014755725860595703,0.005589962005615234,0.095062255859375,0.13157367706298828,2.8848648071289062e-05,0.6204440593719482,0.08884096145629883,0.0,0.0012578964233398438,0.09190726280212402,0.019098281860351562,0.23049426078796387
1533,0.6,0.8546296296296303,578,718,109,64,582.2333333333333,0,0,2,0,0,0,2.3018341064453125,0.7899954319000244,0.0014755725860595703,0.005589962005615234,0.09521126747131348,0.13165068626403809,2.8848648071289062e-05,0.6204440593719482,0.08934473991394043,0.0,0.0012590885162353516,0.09241938591003418,0.019176483154296875,0.23071503639221191
1534,0.62,0.8546296296296303,578,718,88,51,649.4383561643835,0,0,0,0,0,0,2.303429126739502,0.7909684181213379,0.0014765262603759766,0.005589962005615234,0.09521126747131348,0.13172149658203125,2.8848648071289062e-05,0.6204440593719482,0.08934473991394043,0.0,0.0012600421905517578,0.09241938591003418,0.019176483154296875,0.23090910911560059
1535,0.62,0.8546296296296303,578,718,107,39,557.0877192982456,0,0,0,0,0,0,2.3052291870117188,0.7920663356781006,0.0014777183532714844,0.005589962005615234,0.09521126747131348,0.13178467750549316,2.8848648071289062e-05,0.6204440593719482,0.08934473991394043,0.0,0.001260995864868164,0.09241938591003418,0.019176483154296875,0.23114800453186035
1536,0.6,0.8546296296296303,580,720,74,43,480.13432835820896,0,0,2,0,0,0,2.307681083679199,0.7930772304534912,0.0014777183532714844,0.005589962005615234,0.09549427032470703,0.13184261322021484,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.0012619495391845703,0.09293532371520996,0.019236326217651367,0.23131918907165527
1537,0.58,0.8546296296296303,580,720,74,41,518.4035087719299,0,0,0,0,0,0,2.309170961380005,0.7940351963043213,0.0014777183532714844,0.005589962005615234,0.09549427032470703,0.13190150260925293,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.0012631416320800781,0.09293532371520996,0.019236326217651367,0.23149538040161133
1538,0.58,0.8546296296296303,580,720,71,39,589.0178571428571,0,0,0,0,0,0,2.310702085494995,0.795050859451294,0.0014786720275878906,0.005589962005615234,0.09549427032470703,0.1319591999053955,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.001264333724975586,0.09293532371520996,0.019236326217651367,0.23166751861572266
1539,0.58,0.8546296296296303,580,720,75,43,431.84615384615387,0,0,0,0,0,0,2.3122200965881348,0.7960429191589355,0.0014796257019042969,0.005589962005615234,0.09549427032470703,0.1320180892944336,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.0012655258178710938,0.09293532371520996,0.019236326217651367,0.23183465003967285
1540,0.58,0.8546296296296303,580,720,75,25,460.94871794871796,0,0,0,0,0,0,2.31365704536438,0.7970077991485596,0.0014796257019042969,0.005589962005615234,0.09549427032470703,0.13206124305725098,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.0012664794921875,0.09293532371520996,0.019236326217651367,0.23199844360351562
1541,0.6,0.8546296296296303,580,720,81,33,474.3529411764706,0,0,0,0,0,0,2.315183162689209,0.7980148792266846,0.0014805793762207031,0.005589962005615234,0.09549427032470703,0.1321113109588623,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.0012676715850830078,0.09293532371520996,0.019236326217651367,0.23217153549194336
1542,0.6,0.8546296296296303,580,720,95,54,547.547619047619,0,0,0,0,0,0,2.3168129920959473,0.7990026473999023,0.001481771469116211,0.005589962005615234,0.09549427032470703,0.13217520713806152,2.8848648071289062e-05,0.6204440593719482,0.08985066413879395,0.0,0.001268625259399414,0.09293532371520996,0.019236326217651367,0.23236560821533203
1543,0.62,0.8546296296296303,582,722,119,68,693.6881720430108,0,0,2,0,0,0,2.3196780681610107,0.8000795841217041,0.001481771469116211,0.00561976432800293,0.09576225280761719,0.13225245475769043,2.8848648071289062e-05,0.6204440593719482,0.0903785228729248,0.0,0.0012695789337158203,0.09347248077392578,0.019324302673339844,0.23259568214416504
1544,0.62,0.8546296296296303,584,724,100,67,651.3409090909091,0,0,2,0,0,0,2.3225390911102295,0.801142692565918,0.001481771469116211,0.00561976432800293,0.09612512588500977,0.13234829902648926,2.8848648071289062e-05,0.6204440593719482,0.09087729454040527,0.0,0.0012705326080322266,0.0939795970916748,0.019410371780395508,0.23282980918884277
1545,0.64,0.8546296296296303,584,724,87,37,447.5,0,0,0,0,0,0,2.3241710662841797,0.8021776676177979,0.001481771469116211,0.00561976432800293,0.09612512588500977,0.13240647315979004,2.8848648071289062e-05,0.6204440593719482,0.09087729454040527,0.0,0.0012714862823486328,0.0939795970916748,0.019410371780395508,0.2330331802368164
1546,0.64,0.8546296296296303,584,724,87,44,568.25,0,0,0,0,0,0,2.325829267501831,0.8032267093658447,0.0014827251434326172,0.00561976432800293,0.09612512588500977,0.13246941566467285,2.8848648071289062e-05,0.6204440593719482,0.09087729454040527,0.0,0.0012726783752441406,0.0939795970916748,0.019410371780395508,0.23322200775146484
1547,0.62,0.8546296296296303,584,724,84,40,332.8095238095238,0,0,0,0,0,0,2.3273820877075195,0.8042047023773193,0.0014836788177490234,0.00561976432800293,0.09612512588500977,0.13253545761108398,2.8848648071289062e-05,0.6204440593719482,0.09087729454040527,0.0,0.0012736320495605469,0.0939795970916748,0.019410371780395508,0.23340415954589844
1548,0.6,0.8546296296296303,584,726,84,48,568.3888888888889,0,0,2,0,0,0,2.3296072483062744,0.8052005767822266,0.0014836788177490234,0.00561976432800293,0.0963890552520752,0.1325976848602295,2.8848648071289062e-05,0.6204440593719482,0.09110355377197266,0.0,0.0012736320495605469,0.09421348571777344,0.01947641372680664,0.23358511924743652
1549,0.62,0.8546296296296303,584,726,87,51,658.3243243243244,0,0,0,0,0,0,2.3312082290649414,0.8061826229095459,0.0014836788177490234,0.00561976432800293,0.0963890552520752,0.13266587257385254,2.8848648071289062e-05,0.6204440593719482,0.09110355377197266,0.0,0.0012743473052978516,0.09421348571777344,0.01947641372680664,0.2337801456451416
1550,0.6,0.8546296296296303,586,728,115,40,533.3090909090909,0,0,2,0,0,0,2.3337132930755615,0.8071987628936768,0.0014848709106445312,0.00561976432800293,0.09653592109680176,0.132720947265625,2.8848648071289062e-05,0.6204440593719482,0.09161972999572754,0.0,0.0012743473052978516,0.09473586082458496,0.0195314884185791,0.2340087890625
1551,0.6,0.8546296296296303,586,728,99,41,497.859375,0,0,0,0,0,0,2.335355281829834,0.8081974983215332,0.0014848709106445312,0.00561976432800293,0.09653592109680176,0.1327838897705078,2.8848648071289062e-05,0.6204440593719482,0.09161972999572754,0.0,0.0012743473052978516,0.09473586082458496,0.0195314884185791,0.23421955108642578
1552,0.58,0.8546296296296303,586,728,107,44,528.311475409836,0,0,0,0,0,0,2.337057113647461,0.8092164993286133,0.0014858245849609375,0.00561976432800293,0.09653592109680176,0.13284993171691895,2.8848648071289062e-05,0.6204440593719482,0.09161972999572754,0.0,0.0012755393981933594,0.09473586082458496,0.0195314884185791,0.2344346046447754
1553,0.58,0.8546296296296303,586,728,87,39,383.921875,0,0,0,0,0,0,2.338747262954712,0.8102593421936035,0.0014867782592773438,0.00561976432800293,0.09653592109680176,0.13291501998901367,2.8848648071289062e-05,0.6204440593719482,0.09161972999572754,0.0,0.0012767314910888672,0.09473586082458496,0.0195314884185791,0.2346656322479248
1554,0.6,0.8546296296296303,586,728,76,51,615.421052631579,0,0,0,0,0,0,2.340590238571167,0.8112552165985107,0.00148773193359375,0.00561976432800293,0.09653592109680176,0.13300800323486328,2.8848648071289062e-05,0.6204440593719482,0.09161972999572754,0.0,0.0012776851654052734,0.09473586082458496,0.0195314884185791,0.23484253883361816
1555,0.6,0.8546296296296303,586,728,101,62,550.2988505747127,0,0,0,0,0,0,2.342550039291382,0.8124294281005859,0.0014886856079101562,0.00561976432800293,0.09653592109680176,0.133087158203125,2.8848648071289062e-05,0.6204440593719482,0.09161972999572754,0.0,0.0012786388397216797,0.09473586082458496,0.0195314884185791,0.23511362075805664
1556,0.6,0.8546296296296303,587,730,89,55,563.0987654320987,0,0,2,0,0,0,2.3448970317840576,0.8134422302246094,0.0014896392822265625,0.00561976432800293,0.09673476219177246,0.13315296173095703,2.8848648071289062e-05,0.6204440593719482,0.09197688102722168,0.0,0.0012793540954589844,0.09510183334350586,0.019608497619628906,0.23531174659729004
1557,0.58,0.8546296296296303,589,732,99,34,422.2549019607843,0,0,2,0,0,0,2.3472740650177,0.8144514560699463,0.0014903545379638672,0.00561976432800293,0.09688472747802734,0.13320708274841309,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012805461883544922,0.09559893608093262,0.01966071128845215,0.23552393913269043
1558,0.58,0.8546296296296303,589,732,80,45,517.2894736842105,0,0,0,0,0,0,2.348863124847412,0.815467357635498,0.0014913082122802734,0.00561976432800293,0.09688472747802734,0.1332721710205078,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012814998626708984,0.09559893608093262,0.01966071128845215,0.23570680618286133
1559,0.56,0.8546296296296303,589,732,80,28,407.25925925925924,0,0,0,0,0,0,2.350450277328491,0.8165082931518555,0.0014922618865966797,0.00561976432800293,0.09688472747802734,0.13332891464233398,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012824535369873047,0.09559893608093262,0.01966071128845215,0.23590469360351562
1560,0.58,0.8546296296296303,589,732,91,56,659.2368421052631,0,0,0,0,0,0,2.3521101474761963,0.817521333694458,0.0014922618865966797,0.00561976432800293,0.09688472747802734,0.13340187072753906,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012824535369873047,0.09559893608093262,0.01966071128845215,0.2361006736755371
1561,0.6,0.8546296296296303,589,732,74,45,538.9,0,0,0,0,0,0,2.353586196899414,0.818474292755127,0.001493215560913086,0.00561976432800293,0.09688472747802734,0.13346004486083984,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012824535369873047,0.09559893608093262,0.01966071128845215,0.23626375198364258
1562,0.62,0.8546296296296303,589,732,84,47,516.7945205479452,0,0,0,0,0,0,2.3554670810699463,0.8196454048156738,0.0014944076538085938,0.00561976432800293,0.09688472747802734,0.13354992866516113,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012831687927246094,0.09559893608093262,0.01966071128845215,0.23650050163269043
1563,0.62,0.8546296296296303,589,732,118,63,663.8072289156627,0,0,0,0,0,0,2.357497215270996,0.8208043575286865,0.001495361328125,0.00561976432800293,0.09688472747802734,0.13364696502685547,2.8848648071289062e-05,0.6204440593719482,0.09246587753295898,0.0,0.0012841224670410156,0.09559893608093262,0.01966071128845215,0.23676419258117676
1564,0.62,0.8546296296296303,591,734,86,48,643.8550724637681,0,0,2,0,0,0,2.360192060470581,0.8219091892242432,0.0014963150024414062,0.00561976432800293,0.09720563888549805,0.13372302055358887,2.8848648071289062e-05,0.6204440593719482,0.0929570198059082,0.0,0.0012850761413574219,0.0960991382598877,0.019731760025024414,0.23696398735046387
1565,0.62,0.8546296296296303,591,734,112,35,418.8392857142857,0,0,0,0,0,0,2.3619980812072754,0.8230133056640625,0.001497030258178711,0.00561976432800293,0.09720563888549805,0.13377690315246582,2.8848648071289062e-05,0.6204440593719482,0.0929570198059082,0.0,0.0012850761413574219,0.0960991382598877,0.019731760025024414,0.237199068069458
1566,0.62,0.8546296296296303,591,734,85,53,553.1234567901234,0,0,0,0,0,0,2.363713026046753,0.8240940570831299,0.0014979839324951172,0.00561976432800293,0.09720563888549805,0.1338510513305664,2.8848648071289062e-05,0.6204440593719482,0.0929570198059082,0.0,0.0012860298156738281,0.0960991382598877,0.019731760025024414,0.2373969554901123
1567,0.62,0.8546296296296303,591,734,90,44,598.7540983606557,0,0,0,0,0,0,2.365354061126709,0.8251290321350098,0.0014979839324951172,0.00561976432800293,0.09720563888549805,0.13391613960266113,2.8848648071289062e-05,0.6204440593719482,0.0929570198059082,0.0,0.0012860298156738281,0.0960991382598877,0.019731760025024414,0.23758721351623535
1568,0.62,0.8546296296296303,591,734,96,42,586.4354838709677,0,0,0,0,0,0,2.3670670986175537,0.8262102603912354,0.0014989376068115234,0.00561976432800293,0.09720563888549805,0.13397502899169922,2.8848648071289062e-05,0.6204440593719482,0.0929570198059082,0.0,0.001287221908569336,0.0960991382598877,0.019731760025024414,0.23779296875
1569,0.62,0.8546296296296303,592,736,106,64,785.2159090909091,0,1,2,0,0,0,2.3697071075439453,0.8272521495819092,0.0015001296997070312,0.005651712417602539,0.09738469123840332,0.13405203819274902,2.8848648071289062e-05,0.6204440593719482,0.09345149993896484,0.0,0.0012881755828857422,0.09660100936889648,0.019816160202026367,0.2380049228668213
1570,0.62,0.8546296296296303,592,736,87,63,646.2527472527472,0,0,0,0,0,0,2.37161922454834,0.8284292221069336,0.001500844955444336,0.005651712417602539,0.09738469123840332,0.1341381072998047,2.8848648071289062e-05,0.6204440593719482,0.09345149993896484,0.0,0.0012891292572021484,0.09660100936889648,0.019816160202026367,0.23824763298034668
1571,0.64,0.8546296296296303,592,736,72,33,460.88,0,0,0,0,0,0,2.3731300830841064,0.8294351100921631,0.0015020370483398438,0.005651712417602539,0.09738469123840332,0.13418889045715332,2.8848648071289062e-05,0.6204440593719482,0.09345149993896484,0.0,0.0012898445129394531,0.09660100936889648,0.019816160202026367,0.238419771194458
1572,0.66,0.8546296296296303,592,736,84,49,685.15625,0,0,0,0,0,0,2.3756842613220215,0.8309769630432129,0.00150299072265625,0.005651712417602539,0.09738469123840332,0.1342778205871582,2.8848648071289062e-05,0.6204440593719482,0.09345149993896484,0.0,0.0012907981872558594,0.09660100936889648,0.019816160202026367,0.23878860473632812
1573,0.66,0.8546296296296303,594,738,91,55,575.6153846153846,0,1,2,0,0,0,2.3787381649017334,0.8321981430053711,0.0015039443969726562,0.005684852600097656,0.09777951240539551,0.1343517303466797,2.8848648071289062e-05,0.6204440593719482,0.09397363662719727,0.0,0.0012917518615722656,0.09713196754455566,0.019896984100341797,0.2390427589416504
1574,0.66,0.8546296296296303,594,738,96,55,723.6708860759494,0,0,0,0,0,0,2.3805792331695557,0.83333420753479,0.001505136489868164,0.005684852600097656,0.09777951240539551,0.13442564010620117,2.8848648071289062e-05,0.6204440593719482,0.09397363662719727,0.0,0.0012929439544677734,0.09713196754455566,0.019896984100341797,0.23926258087158203
1575,0.64,0.8546296296296303,595,740,114,48,590.1764705882352,0,0,2,0,0,0,2.38398814201355,0.8346123695373535,0.0015060901641845703,0.005684852600097656,0.09808850288391113,0.13451170921325684,2.8848648071289062e-05,0.6204440593719482,0.09455561637878418,0.0,0.0012929439544677734,0.09772205352783203,0.019973039627075195,0.23973441123962402
1576,0.62,0.8546296296296303,595,740,67,27,367.8292682926829,0,0,0,0,0,0,2.3855841159820557,0.8356924057006836,0.0015060901641845703,0.005684852600097656,0.09808850288391113,0.13456463813781738,2.8848648071289062e-05,0.6204440593719482,0.09455561637878418,0.0,0.0012929439544677734,0.09772205352783203,0.019973039627075195,0.23992013931274414
1577,0.62,0.8546296296296303,596,742,111,56,591.710843373494,0,0,1,0,0,0,2.388472080230713,0.8369283676147461,0.0015072822570800781,0.005684852600097656,0.09826540946960449,0.1346597671508789,2.8848648071289062e-05,0.6204440593719482,0.09500241279602051,0.0,0.0012941360473632812,0.09817790985107422,0.020054340362548828,0.24020123481750488
