cig_stat,cig_stop,cig_years,pack_years,total_alcadj,total_fatadj,tot_Kcal,totalcarbadj,total_proteinadj,totalfolate_NDSRadj,total_GlyIndex,total_GlyLoad,totalcholadj,Totalredmeatadj,totalCALCIUMadj,bmi_curc,bmi_curr,diabetes_f,panc_fh,fh_cancer,bmi_20,bmi_50,asp,asppd,ibup,ibuppd,gallblad_f,liver_comorbidity,age,agelevel,educat,race7,total_Marital,occupat,center,rndyear,sex,panc_type01,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
#,#,#,#,"-959.9991,2208.01158798",#,#,#,#,#,#,#,#,#,"-959.9991,1296.38593913",3.0,#,0.0,#,#,#,#,0.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8844444444444445,0.8844444444444445,1,244.54995854716918,19965,15194,0.16216216216216217,0.0009766676373558804,796,900,True
0.0,#,#,"-959.9991,2543.997615",#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,4.0,9.0,#,#,0.0,0.9782608695652174,0.9782608695652174,1,259.31356759481207,19990,15205,0.16216216216216217,0.001035629574021374,45,46,True
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,2.0,1.0,0.43301435406698563,0.43301435406698563,4,188.46262139391507,19964,15260,0.08108108108108109,0.0030106787874378317,181,418,True
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2887.9973449999998",#,#,#,#,#,#,#,#,1.0,0.15835095137420718,0.15835095137420718,1,218.77396599901576,19996,15269,0.02702702702702703,0.0009177318710035876,749,4730,True
0.0,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2112.08255976",#,"-959.9991,2304.26512972",#,#,#,#,#,#,#,#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9444444444444444,0.9444444444444444,1,228.40790358171128,19908,15270,0.13513513513513514,0.0009122005534976688,85,90,True
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8660394265232975,0.8660394265232975,1,219.00094241572145,19990,15309,0.02702702702702703,0.0009195023467356061,3866,4464,True
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,1.0,0.4088397790055249,0.4088397790055249,1,193.9811905135266,19964,15319,0.08108108108108109,0.0007747093974411144,74,181,True
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,#,#,#,1.0,#,#,#,#,2.0,1.0,0.45348837209302323,0.45348837209302323,1,190.1400443870509,19964,15335,0.10810810810810811,0.0007593688791504105,39,86,True
0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9026717557251909,0.9026717557251909,1,210.40620182662857,19990,15336,0.10810810810810811,0.0008616869463673906,946,1048,True
#,#,#,"-959.9991,3455.99676",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.15293342122610415,0.15293342122610415,1,220.71475233439205,19996,15350,0.02702702702702703,0.0009328705147344583,696,4551,True
#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2780.7855250000002",#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,1.0,2.0,9.0,#,1.0,0.0,0.9489795918367347,0.9489795918367347,1,300.94091843325185,19953,15365,0.1891891891891892,0.001201878166473789,93,98,True
1.0,#,#,#,#,#,#,#,"-959.9991,1440.03166318",#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,#,1.0,0.13636363636363635,0.13636363636363635,1,225.41773493571395,19972,15384,0.16216216216216217,0.0009002586134371123,18,132,True
#,#,"-959.9991,393.783183543781",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9090909090909091,0.9090909090909091,1,223.11146042913936,19979,15391,0.10810810810810811,0.0008891623836126108,750,825,True
#,#,"-959.9991,1751.5524567896216",#,#,#,#,#,"-507.72990013263006,3552.0297082",#,#,#,#,"-959.9991,2304.00158076","-819.8866861770384,2544.41373375",#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.917146513115803,0.917146513115803,1,224.35702117749287,19990,15410,0.1891891891891892,0.0009612811694174033,2867,3126,True
2.0,#,#,#,#,#,#,#,"-959.9991,2208.04345521",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,0.0,0.9371900826446281,0.9371900826446281,1,257.48056338636553,19965,15421,0.10810810810810811,0.001028309041643604,567,605,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,2.0,1.0,0.5,0.5,1,217.01400290059635,19972,15441,0.08108108108108109,0.000866696337816742,37,74,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9065606361829026,0.9065606361829026,1,219.70879947600395,19990,15537,0.05405405405405406,0.0009250238179314143,3192,3521,False
#,#,"-959.9991,393.783183543781",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9001203369434416,0.9001203369434416,1,221.2107191913114,19979,15540,0.08108108108108109,0.0008796735634907284,748,831,False
0.0,#,#,#,#,#,#,#,"-959.9991,1680.0287872200001",#,#,#,#,#,"-959.9991,2736.4199934300004",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3034.99721",#,#,#,#,#,#,#,#,0.0,0.8649122807017544,0.8649122807017544,1,208.77249822037396,19990,15558,0.10810810810810811,0.000839717792520659,1479,1710,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,2.0,1.0,0.47126436781609193,0.47126436781609193,1,175.3830082241921,19964,15570,0.08108108108108109,0.000700433192842475,41,87,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,3.0,1994.0,#,1.0,0.7142857142857143,0.7142857142857143,2,162.28849579926094,19996,15582,0.05405405405405406,0.0012962743703081167,15,21,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2710.0907532000006",#,#,#,#,"-959.9991,1224.0800666",#,#,#,#,#,#,"-959.9991,2519.997705",3.0,#,#,#,#,4.0,#,#,1.0,0.28846153846153844,0.28846153846153844,1,188.93950568151664,19777,15606,0.13513513513513514,0.00075457424615168,15,52,False
#,#,#,"-959.9991,3407.9968049999998",#,#,#,#,#,#,#,#,#,#,"-959.9991,2736.4199934300004",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.868792599805258,0.868792599805258,1,221.06807582830766,19990,15615,0.05405405405405406,0.0009356265308907126,3569,4108,False
0.0,#,"-959.9991,2879.9973",#,#,#,#,#,#,#,#,#,"-959.9991,2304.1329322",#,#,#,"-959.9991,3547.1322373",#,#,#,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9375,0.9375,1,228.40791429726067,19908,15616,0.1891891891891892,0.0009122005962927294,75,80,False
#,#,#,"-959.9991,532.913330533238",#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,#,#,"-959.9991,193.6171729566281",#,#,1.0,#,#,#,#,2.0,1.0,0.35396039603960394,0.35396039603960394,1,203.78606294109238,19972,15622,0.16216216216216217,0.000813867455963375,143,404,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.36906584992343033,0.36906584992343033,3,187.42066180855812,19972,15622,0.08108108108108109,0.002245525160352052,241,653,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1998.0,2.0,0.0,0.6086956521739131,0.6086956521739131,1,214.65050237731,19329,15672,0.10810810810810811,0.0008572571439371723,28,46,False
2.0,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.9416282642089093,0.9416282642089093,1,249.54478305682653,19965,15685,0.13513513513513514,0.0009966156409533266,613,651,False
2.0,#,"-959.9991,1751.5524567896216",#,#,"-959.9991,2592.03398088",#,#,#,#,"-959.9991,2555.9140384",#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8847926267281107,0.8847926267281107,1,284.3181255441278,19965,15685,0.16216216216216217,0.0011354911429235662,576,651,False
1.0,#,#,"-959.9991,2300.997885",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,3.0,#,#,1.0,0.75,0.75,2,181.11200000000002,19996,15687,0.10810810810810811,0.001446626531344761,6,8,False
#,#,#,"-959.9991,1871.998245",#,#,"-115.2987949999997,4588.696795",#,"-959.9991,2784.03554072",#,#,#,#,"-959.9991,2736.0299383700003","-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,4.0,#,#,#,0.0,0.8773491592482691,0.8773491592482691,1,219.10520894527207,19990,15711,0.1891891891891892,0.0008871343078398825,1774,2022,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,2.0,1.0,0.42567567567567566,0.42567567567567566,1,200.24110117493245,19964,15756,0.10810810810810811,0.0007997098194082884,63,148,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,#,3.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,10.0,#,1.0,0.0,0.9506172839506173,0.9506172839506173,1,253.91800879571514,19965,15779,0.13513513513513514,0.0010140811440161718,231,243,False
#,#,#,#,"-959.9991,3023.9971769000003",#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.39732142857142855,0.39732142857142855,1,224.09069027161758,19877,15794,0.16216216216216217,0.0008949587492112154,89,224,False
2.0,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"842.9240949240009,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.09473684210526316,0.9473684210526315,1,284.9752029102735,15851,15851,0.13513513513513514,0.0011381153355530234,0,0,False
#,#,#,"-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.426056338028169,0.426056338028169,1,191.53385098057453,19952,15873,0.13513513513513514,0.0007649353728055923,121,284,False
#,#,"-959.9991,3386.9968500000004",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.1503690036900369,0.1503690036900369,1,208.69634652701995,19904,15873,0.10810810810810811,0.0008510170896231251,163,1084,False
#,"-959.9991,2303.99784",#,#,#,#,#,"-959.9991,2640.1341371400003",#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,2208.62857646",2.0,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,4.0,#,#,#,0.0,0.859375,0.859375,1,240.7308114665113,19746,15894,0.1891891891891892,0.0009614149774162088,220,256,False
1.0,#,"-959.9991,3352.996895",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,1.0,0.4430379746835443,0.4430379746835443,1,216.84311472691047,19972,15900,0.08108108108108109,0.0008660138558002356,35,79,False
1.0,#,#,#,#,"-959.9991,2016.02487311",#,#,#,#,#,#,#,#,"-959.9991,2929.0714096799998",#,#,#,#,#,#,"-959.9991,2718.7284038000003",#,#,#,#,1.0,#,"-959.9991,2887.9973449999998",#,#,#,#,#,#,#,2.0,1.0,0.6,0.6,1,235.83148799999998,19141,15900,0.1891891891891892,0.0009418483796416404,6,10,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.9221604447974583,0.9221604447974583,1,232.72524242570324,19979,15911,0.10810810810810811,0.0009829906487833565,1161,1259,False
#,#,"-959.9991,2879.9973",#,#,#,#,"-959.9991,2832.13919366",#,#,#,#,"-959.9991,3600.2051169799997",#,"-959.9991,2544.41373375",#,#,#,#,#,#,#,#,#,#,6.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8872549019607843,0.8872549019607843,1,231.53175362873503,19957,15951,0.13513513513513514,0.0009246763815984217,181,204,False
#,#,"-959.9991,1967.9981550000002",#,#,#,"-959.9991,4588.696795",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8963730569948186,0.8963730569948186,1,234.30785686700978,19957,15951,0.10810810810810811,0.0009357634012278233,173,193,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,9.0,#,1.0,0.0,1.0,1.0,1,255.81197568,19710,15972,0.10810810810810811,0.0010216451451433607,12,12,False
#,#,#,"-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.3645833333333333,0.3645833333333333,1,187.9027894638213,19972,15986,0.10810810810810811,0.0007504338766952291,175,480,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,0.0,0.919921875,0.919921875,1,221.18695700491944,19858,15989,0.13513513513513514,0.0008833620091179197,471,512,False
#,#,#,"-959.9991,3551.479573624313",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.1535322621780158,0.1535322621780158,1,220.71475233439205,19996,16000,0.02702702702702703,0.0009328705147344583,602,3921,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2710.0907532000006",#,#,#,#,"-959.9991,1224.0800666",0.0,#,#,#,#,#,#,2.0,#,#,#,#,#,#,#,1.0,0.2765957446808511,0.2765957446808511,2,227.60914444257065,19890,16024,0.13513513513513514,0.0018180210429309192,13,47,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.40294840294840295,0.40294840294840295,1,179.19124270571893,19964,16028,0.08108108108108109,0.0007156422707571319,164,407,False
#,#,"-959.9991,2591.99757","-959.9991,221.0522090861",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3478.9968049999998",#,#,#,#,#,#,1994.0,#,1.0,0.20159151193633953,0.20159151193633953,1,259.9523201198458,19996,16039,0.10810810810810811,0.0010381805820983575,76,377,False
#,#,#,#,#,#,#,"-959.9991,2976.12289402",#,#,#,#,"-959.9991,1488.09644933",#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.9174714661984197,0.9174714661984197,1,233.9280558526381,19979,16042,0.13513513513513514,0.0009904964575839091,1045,1139,False
#,#,#,#,#,#,#,"-959.9991,2976.12289402",#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.911487758945386,0.911487758945386,1,216.0777132732929,19990,16053,0.10810810810810811,0.0008967003907838992,1452,1593,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,0.0,0.0,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,#,#,#,#,2.0,#,#,#,0.0,0.9354838709677419,0.9354838709677419,1,247.39657300082285,19395,16053,0.16216216216216217,0.0009880362600676964,29,31,False
1.0,#,#,#,#,"-959.9991,2016.02487311",#,#,#,#,#,#,#,#,"-959.9991,2929.0714096799998",#,#,#,#,#,#,"-959.9991,2718.7284038000003",#,#,#,#,#,#,"-959.9991,2887.9973449999998",#,#,#,#,#,#,#,2.0,1.0,0.3939393939393939,0.3939393939393939,1,223.15995903413963,19972,16075,0.16216216216216217,0.0008912416556401462,26,66,False
#,#,#,"-959.9991,3551.479573624313",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.15106382978723404,0.15106382978723404,1,223.33876579186685,19996,16093,0.05405405405405406,0.00094238886592557,426,2820,False
2.0,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1296.38593913",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,0.0,0.907928388746803,0.907928388746803,1,268.8382620948083,19957,16135,0.13513513513513514,0.0010736686762527225,355,391,False
#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1968.0274971700003",#,2.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.9166666666666666,0.9166666666666666,1,290.34756119896855,19990,16137,0.13513513513513514,0.0011595711088764813,99,108,False
#,#,#,#,#,#,#,#,"-959.9991,4705.865575826529",#,#,#,#,#,"-959.9991,1296.38593913",#,#,0.0,#,#,#,#,0.0,#,#,#,#,#,"-959.9991,1976.9982",#,#,#,#,2.0,#,#,1.0,0.0,0.9230769230769231,0.9230769230769231,1,272.84407962030207,19965,16150,0.1891891891891892,0.001089666848411677,468,507,False
#,#,#,"-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.17038539553752535,0.17038539553752535,1,218.98105143716046,19996,16165,0.08108108108108109,0.0009151958116900514,252,1479,False
#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1968.0274971700003","-959.9991,2208.62857646",#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,1.0,0.0,0.9471698113207547,0.9471698113207547,1,284.9719689713794,19990,16180,0.13513513513513514,0.001138102420059282,251,265,False
1.0,#,#,#,#,"-959.9991,2016.02487311",#,#,"-959.9991,1680.0323925800003",#,#,#,#,#,"-959.9991,2929.0714096799998",#,#,#,#,#,#,"-959.9991,2718.7284038000003",#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,1.0,0.38461538461538464,0.38461538461538464,1,223.15996614491897,19972,16183,0.16216216216216217,0.0008912416840387119,25,65,False
0.0,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.1329322",#,"-959.9991,2304.26512972",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9067722075637643,0.9067722075637643,1,210.35808439488693,19990,16187,0.10810810810810811,0.0008520857815996279,1031,1137,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2736.4199934300004",3.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8844101956135151,0.8844101956135151,1,217.21254455445742,19979,16194,0.05405405405405406,0.000867489260494567,1492,1687,False
#,#,"-580.2434831895191,393.783183543781",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9153783563873068,0.9153783563873068,1,243.73452033192422,19990,16204,0.13513513513513514,0.0009921161691599548,1125,1229,False
#,#,#,"-959.9991,2474.997705",#,#,#,"-959.9991,-959.9991",#,#,#,#,"-959.9991,2688.1024201600003",#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,2.0,1.0,0.1,1.0,1,265.0,16208,16208,0.16216216216216217,0.001058339676019153,0,0,False
#,#,"-959.9991,2591.99757",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.15115332428765266,0.15115332428765266,1,220.71475233439205,19996,16242,0.02702702702702703,0.0009328705147344583,557,3685,False
#,#,#,"-959.9991,221.0522090861",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,"-959.9991,3478.9968049999998",#,#,#,#,#,#,#,#,1.0,0.15022091310751104,0.15022091310751104,1,223.33876579186685,19996,16242,0.08108108108108109,0.00094238886592557,408,2716,False
#,#,"-959.9991,393.783183543781",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,0.0,0.8961790814357391,0.8961790814357391,1,235.31037567161226,19990,16253,0.08108108108108109,0.0009680332271936148,2322,2591,False
#,#,#,#,#,#,#,"-959.9991,2640.1341371400003",#,#,#,#,"-959.9991,1488.09644933",#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,1.0,4.0,9.0,#,1.0,0.0,0.9411764705882353,0.9411764705882353,1,265.6741773430455,19990,16270,0.1891891891891892,0.001061032161418467,128,136,False
#,#,"-959.9991,2591.99757","-959.9991,221.0522090861",#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2710.0907532000006",#,#,#,#,"-959.9991,1224.0800666",#,#,#,#,#,#,"-959.9991,3478.9968049999998",#,#,#,#,#,#,#,#,1.0,0.15098529003608105,0.15098529003608105,1,220.7147523415508,19996,16276,0.13513513513513514,0.0009328705147902983,544,3603,False
#,#,#,#,#,#,#,"-959.9991,1968.1516895800003",#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,9.0,#,#,0.0,0.934931506849315,0.934931506849315,1,286.6736039795486,19990,16278,0.10810810810810811,0.0011448982987130505,273,292,False
#,#,"-959.9991,2146.99802",#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9073305670816044,0.9073305670816044,2,222.27531180081755,19990,16290,0.08108108108108109,0.0018900865778195268,2624,2892,False
#,#,#,#,#,#,#,#,"-959.9991,3552.0297082",#,#,#,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,0.0,0.7387387387387387,0.7387387387387387,1,175.11341666750664,19967,16303,0.10810810810810811,0.0006993565157075317,164,222,False
#,#,"-959.9991,2879.9973",#,"-959.9991,2928.00152025",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3624.8744948",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,0.0,0.8944050433412135,0.8944050433412135,1,243.67675336261593,19979,16310,0.10810810810810811,0.0010513303807225805,1135,1269,False
#,#,"-959.9991,393.783183543781",#,#,"-959.9991,2544.03800382",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9074333800841514,0.9074333800841514,1,222.27531180081755,19990,16336,0.08108108108108109,0.0009450432889097634,2588,2852,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1994.3098736000002",#,#,1.0,#,"-959.9991,1224.0800666",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.297029702970297,0.297029702970297,1,212.85688316623867,19996,16343,0.10810810810810811,0.0008500939047871838,60,202,False
2.0,#,#,#,"-959.9991,2928.00152025",#,#,#,#,#,#,#,#,#,#,3.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9344262295081968,0.9344262295081968,1,262.48553791299025,19965,16346,0.13513513513513514,0.0010482975817152722,285,305,False
#,#,#,"-959.9991,1633.99856",#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,1.0,#,#,0.0,#,#,"-959.9991,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.3870967741935484,0.3870967741935484,1,211.53742112927725,19972,16360,0.1891891891891892,0.0008448243235618354,48,124,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3534.744644",0.0,#,0.0,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,2.0,0.0,0.6986301369863014,0.6986301369863014,1,199.68144317119578,19832,16371,0.1891891891891892,0.0007974746938597744,102,146,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,"-959.9991,1872.03981528",#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8906961613532857,0.8906961613532857,1,236.40265404301275,19990,16374,0.08108108108108109,0.0009555142588164533,1369,1537,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2929.0714096799998",#,#,#,#,#,#,"-959.9991,2718.7284038000003",#,#,#,#,1.0,#,"-959.9991,2887.9973449999998",#,#,#,#,#,#,#,2.0,1.0,0.5,0.5,1,235.8192,19141,16385,0.16216216216216217,0.0009417993046305502,4,8,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3534.744644",0.0,#,0.0,#,#,#,#,#,0.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8871745419479267,0.8871745419479267,1,244.4307383027071,19990,16401,0.16216216216216217,0.0009761915033373939,920,1037,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,1.0,0.24583333333333332,0.24583333333333332,3,208.47383693978813,19964,16405,0.05405405405405406,0.0024977675439093404,59,240,False
