cig_stat,cig_stop,cig_years,pack_years,total_alcadj,total_fatadj,tot_Kcal,totalcarbadj,total_proteinadj,totalfolate_NDSRadj,total_GlyIndex,total_GlyLoad,totalcholadj,Totalredmeatadj,totalCALCIUMadj,bmi_curc,bmi_curr,diabetes_f,panc_fh,fh_cancer,bmi_20,bmi_50,asp,asppd,ibup,ibuppd,gallblad_f,liver_comorbidity,age,agelevel,educat,race7,total_Marital,occupat,center,rndyear,sex,panc_type01,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
2.0,#,#,#,#,#,#,#,"-959.9991,1912.7403828080623",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8901408450704226,0.8901408450704226,1,245.9647677109818,19965,17574,0.08108108108108109,0.0009823180097032703,948,1065,False
2.0,#,"-959.9991,1751.5524567896216",#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1296.38593913",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3034.99721",0.0,#,#,#,#,#,#,#,0.0,0.8862745098039215,0.8862745098039215,1,268.8374235083696,19957,17574,0.13513513513513514,0.0010736653271610252,226,255,False
2.0,#,#,"-959.9991,2591.99757","-959.9991,2928.00152025",#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,#,3.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9258373205741627,0.9258373205741627,1,271.7813303301215,19965,17609,0.1891891891891892,0.001085422509772208,387,418,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1997.8979062000003",#,0.0,0.0,0.0,#,#,#,#,#,#,#,#,3.0,1996.0,#,1.0,0.5,0.5,1,166.0,18748,17619,0.16216216216216217,0.0006629599479969033,1,2,False
#,#,#,#,#,#,#,#,#,"-959.9991,1824.21152255",#,#,"-959.9991,2304.08038738",#,#,#,#,0.0,#,0.0,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9166666666666666,0.9166666666666666,1,236.58422258152027,19862,17622,0.1891891891891892,0.0009448546018044125,33,36,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,9.0,#,#,0.0,0.9351351351351351,0.9351351351351351,1,286.6736039795486,19990,17624,0.10810810810810811,0.0011448982987130505,173,185,False
2.0,#,#,#,#,#,"-959.9991,4935.5998500000005","-959.9991,3120.1251836",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,0.0,0.8903061224489796,0.8903061224489796,1,248.06961856548003,19965,17632,0.10810810810810811,0.0009907242254444716,349,392,False
2.0,#,"-959.9991,579.1848484459829",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9043112513144059,0.9043112513144059,1,268.12131580960175,19965,17652,0.08108108108108109,0.0010708053830481617,860,951,False
#,#,"2063.9980649999998,2872.156333268411",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1994.3098736000002",#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,1.0,0.04953917050691245,0.49539170506912444,1,228.35925926867694,17659,17659,0.08108108108108109,0.0009120062810203217,0,0,False
#,#,"-959.9991,2591.99757",#,#,"-959.9991,1728.02001403",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1994.0,#,1.0,0.17766497461928935,0.17766497461928935,1,262.36299701674386,19996,17669,0.08108108108108109,0.0010478081858947723,35,197,False
2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,"-959.9991,1350.998785",#,#,#,#,#,#,#,2.0,1.0,0.5384615384615384,0.5384615384615384,1,185.16948876092798,19964,17680,0.13513513513513514,0.0007395177990334818,28,52,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,3.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,6.0,#,#,2.0,1.0,0.1,1.0,1,138.0,17685,17685,0.10810810810810811,0.000551135378455257,0,0,False
1.0,#,"-959.9991,6474.953887329413","-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,"-959.9991,1680.3603320100003",#,#,#,#,1.0,#,#,#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.375,0.375,1,243.34774167365165,19797,17715,0.1891891891891892,0.000971866302199566,9,24,False
#,#,"-959.9991,3200.99703",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,2.0,1.0,0.35766423357664234,0.35766423357664234,1,207.25742084850816,19972,17737,0.10810810810810811,0.0008277311382391522,49,137,False
#,#,#,"-876.9604144399004,-82.38616482468876",#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2233.6356075",0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,3.0,1994.0,#,1.0,0.06754385964912281,0.6754385964912281,1,187.24,17738,17738,0.13513513513513514,0.0007477868714634951,0,0,False
2.0,#,#,#,#,#,"-959.9991,4935.5998500000005",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.9255952380952381,0.9255952380952381,1,249.54479824969513,19965,17748,0.10810810810810811,0.000996615701629612,311,336,False
#,#,"-959.9991,553.2948819005785",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9014423076923077,0.9014423076923077,2,221.2107191913114,19979,17761,0.08108108108108109,0.001759347126981457,375,416,False
#,#,#,#,#,"-959.9991,3600.02989631","-959.9991,4935.5998500000005",#,#,#,#,#,#,#,"-959.9991,2880.6722675",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,2.0,9.0,#,1.0,0.0,0.9642857142857143,0.9642857142857143,1,299.910481557686,19953,17762,0.1891891891891892,0.0011977628750434322,54,56,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,1.0,#,#,#,#,0.0,0.8590021691973969,0.8590021691973969,1,227.98801265289805,19990,17762,0.05405405405405406,0.0009314787587741779,1188,1383,False
#,#,#,#,#,"-959.9991,2016.02487311",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2718.7284038000003",#,#,#,#,#,#,#,#,#,1.0,#,4.0,#,#,2.0,1.0,0.3181818181818182,0.3181818181818182,1,200.58310023418397,19972,17768,0.13513513513513514,0.0008010756728934473,42,132,False
2.0,#,"-959.9991,579.1848484459829",#,#,#,#,"-959.9991,2592.13884237",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9350282485875706,0.9350282485875706,1,294.2963989931276,19965,17774,0.13513513513513514,0.001175341719109396,331,354,False
2.0,#,"-959.9991,393.783183543781","-959.9991,2591.99757",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,10.0,#,1.0,0.0,0.9136690647482014,0.9136690647482014,1,273.6194173851324,19965,17780,0.13513513513513514,0.0010927633416903033,127,139,False
#,#,#,"-959.9991,2474.997705",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,#,2.0,#,#,#,#,#,#,#,1.0,0.1678832116788321,0.1678832116788321,1,238.5680374156198,19904,17787,0.10810810810810811,0.0009527774317998951,46,274,False
#,#,"-580.2434831895191,1751.5524567896216",#,#,#,"-959.9991,4935.5998500000005",#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9113756613756614,0.9113756613756614,1,222.54162284447816,19990,17797,0.10810810810810811,0.0009471205850747701,1378,1512,False
#,#,"-580.2434831895191,1751.5524567896216","-959.9991,2591.99757",#,#,"-959.9991,4935.5998500000005",#,#,#,#,#,#,#,"-959.9991,3600.65242529",#,#,0.0,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9093444909344491,0.9093444909344491,1,259.63740177030536,19965,17797,0.1891891891891892,0.0010369228817812815,652,717,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1224.0800666",#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,#,1.0,0.251063829787234,0.251063829787234,1,219.30100991036088,19996,17805,0.08108108108108109,0.000875830036902658,59,235,False
#,#,#,#,#,#,#,#,"-959.9991,5697.130743788546",#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8938428874734607,0.8938428874734607,1,232.1266032344102,19990,17807,0.05405405405405406,0.0009341674935927841,842,942,False
#,#,"-959.9991,553.2948819005785",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.907608695652174,0.907608695652174,1,235.74651929044998,19979,17810,0.10810810810810811,0.0009522387237152638,167,184,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1755.4911036",#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,2.0,1.0,0.3979591836734694,0.3979591836734694,1,188.46262139391507,19964,17812,0.10810810810810811,0.0007526696968594579,78,196,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2208.99023219",3.0,#,#,#,1.0,#,#,#,#,#,#,1.0,#,"1568.6924594236266,3096.586570985981",#,#,1.0,#,#,#,#,2.0,1.0,0.05372208436724566,0.5372208436724566,1,244.12160151240263,17812,17812,0.1891891891891892,0.0009749568930336337,0,0,False
#,#,"-959.9991,579.1848484459829",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.8938103350369109,0.8938103350369109,1,222.25427687756596,19990,17819,0.05405405405405406,0.0009448792109774288,1574,1761,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1994.3098736000002",#,#,#,#,"-959.9991,1224.0800666",#,#,#,#,#,#,"-959.9991,3096.586570985981",#,#,#,#,#,#,#,#,1.0,0.24892703862660945,0.24892703862660945,1,219.30100991036088,19996,17824,0.10810810810810811,0.000875830036902658,58,233,False
0.0,#,#,#,#,#,#,"-959.9991,1728.12843159",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.12023809523809524,0.12023809523809524,1,208.77249822037396,19940,17846,0.05405405405405406,0.000839717792520659,101,840,False
#,#,#,"-959.9991,2809.49739",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,1.0,#,#,#,#,#,#,#,#,#,#,1.0,0.20945945945945946,0.20945945945945946,1,217.6722961747366,19952,17851,0.08108108108108109,0.0008693253864600597,31,148,False
0.0,#,"-959.9991,1871.998245",#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,#,#,#,#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9705882352941176,0.9705882352941176,1,228.40980898948345,19908,17852,0.13513513513513514,0.000912208163190666,33,34,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",1.0,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9285714285714286,0.9285714285714286,1,240.32945356431642,19675,17852,0.16216216216216217,0.0009598120604645988,26,28,False
#,#,"-959.9991,553.2948819005785",#,#,#,"-0.6104700000003049,3263.3864700000004",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9143884892086331,0.9143884892086331,1,223.9639947798782,19990,17859,0.10810810810810811,0.0009582154601727209,1271,1390,False
#,#,"-959.9991,553.2948819005785",#,#,#,"-959.9991,3263.3864700000004",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9135174418604651,0.9135174418604651,1,223.9639947798782,19990,17885,0.10810810810810811,0.0009582154601727209,1257,1376,False
#,#,#,#,#,#,"-0.6104700000003049,7840.836463874805",#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,0.0,0.9166097060833903,0.9166097060833903,1,221.1486967152376,19990,17885,0.10810810810810811,0.0009362553950074124,1341,1463,False
1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1994.3098736000002",#,#,#,#,"-959.9991,1224.0800666",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.25112107623318386,0.25112107623318386,2,219.30100991036088,19996,17894,0.08108108108108109,0.001751660073805316,56,223,False
1.0,#,#,"-959.9991,1508.99865",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2887.9973449999998",#,#,1.0,#,#,#,#,2.0,1.0,0.46153846153846156,0.46153846153846156,1,217.01565445214658,19972,17908,0.13513513513513514,0.0008667029336753556,18,39,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.9042553191489362,0.9042553191489362,1,282.80165278359334,19990,17910,0.05405405405405406,0.0011294347531496949,170,188,False
#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1680.0568182900001","-959.9991,2880.6722675",#,#,0.0,#,#,#,"-959.9991,3097.7983967",#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.9075144508670521,0.9075144508670521,1,282.9087107698231,19990,17914,0.13513513513513514,0.0011298623143363425,157,173,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,"-959.9991,1350.998785",#,#,#,#,#,#,#,2.0,1.0,0.38,0.38,1,187.12249632382355,19964,17925,0.10810810810810811,0.0007473175929632096,19,50,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,#,1.0,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9166666666666666,0.9166666666666666,1,240.4879664361418,19675,17928,0.13513513513513514,0.0009604451188095517,22,24,False
#,#,"-959.9991,553.2948819005785",#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,0.0,#,"-959.9991,3288.4555199000006",#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.88,0.88,1,242.63246365500447,19990,17954,0.13513513513513514,0.0009866145167712473,682,775,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,"-959.9991,1660.7554848000002",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9114321608040201,0.9114321608040201,1,219.70879973550717,19990,17963,0.08108108108108109,0.0009250238199556078,1451,1592,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3312.2749976500004",#,#,#,#,1.0,#,#,#,#,#,#,#,#,"-959.9991,3568.9967149999998",#,#,#,#,#,#,#,#,1.0,0.14015151515151514,0.14015151515151514,1,213.7058464864461,19996,17973,0.08108108108108109,0.00088227742313773,148,1056,False
#,#,#,#,#,#,#,#,"-959.9991,2208.04345521","-959.9991,1824.21152255",#,#,"-959.9991,2304.08038738",#,"127.23878123559643,2064.3337172099996",#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,1.0,#,#,5.0,#,#,0.0,0.1,1.0,1,235.00555487232,17978,17978,0.1891891891891892,0.0009385498219104619,0,0,False
2.0,#,#,#,#,#,#,"-959.9991,2976.12289402",#,#,#,#,#,#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,1.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,248.16,19382,17978,0.16216216216216217,0.0009910851849091054,6,6,False
#,#,#,"-959.9991,2591.99757",#,#,"-959.9991,4935.5998500000005",#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,"-959.9991,3288.4555199000006",#,#,#,#,#,#,#,#,#,#,#,2.0,10.0,#,#,0.0,0.9230769230769231,0.9230769230769231,1,251.69541846068722,19812,17985,0.1891891891891892,0.001031858312303429,36,39,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.11764705882352941,0.11764705882352941,1,207.42154217218248,19652,17986,0.05405405405405406,0.0008283865952524553,8,68,False
2.0,#,"-959.9991,579.1848484459829",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,4.0,10.0,#,1.0,0.0,0.9342105263157895,0.9342105263157895,1,241.5673973750391,19930,18010,0.16216216216216217,0.0009647560795271276,71,76,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",1.0,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.90625,0.90625,1,236.80929224633962,19957,18023,0.13513513513513514,0.0009457534703181734,58,64,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3001.18907430643",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.9,0.9,1,282.80165278359334,19990,18025,0.05405405405405406,0.0011294347531496949,162,180,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,"-959.9991,1344.9009125200002",2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,0.0,0.8812351543942993,0.8812351543942993,1,225.72814296281675,19990,18025,0.10810810810810811,0.0009201971089833941,371,421,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,"-959.9991,1344.9009125200002",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8723175965665236,0.8723175965665236,1,219.00094241572145,19990,18036,0.05405405405405406,0.0009195023467356061,1626,1864,False
2.0,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,"-959.9991,933.8644715843591",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,1.0,0.0,0.9271523178807947,0.9271523178807947,1,249.54478305682653,19965,18037,0.13513513513513514,0.0009966156409533266,280,302,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,"-959.9991,4328.011100837932",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,0.0,0.8912429378531074,0.8912429378531074,1,232.6595352972281,19979,18037,0.08108108108108109,0.0009825806224799218,631,708,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,"-959.9991,1344.9009125200002",#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,3034.99721",#,#,#,#,#,#,#,#,0.0,0.8717672413793104,0.8717672413793104,1,219.00094241572145,19990,18044,0.08108108108108109,0.0009195023467356061,1618,1856,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,3.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.14189189189189189,0.14189189189189189,1,233.19289843782084,19923,18062,0.05405405405405406,0.0009313105531420775,63,444,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,0.0,#,#,"558.8968517344242,3096.586570985981",#,#,#,#,#,#,#,2.0,1.0,0.04550561797752809,0.4550561797752809,1,220.4042443105044,18072,18072,0.13513513513513514,0.0008802360623276431,0,0,False
#,#,#,#,#,#,"-959.9991,4935.5998500000005","-959.9991,3456.10719364",#,#,#,#,#,#,"-959.9991,2208.62857646",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.8947368421052632,0.8947368421052632,1,282.80165279491723,19990,18074,0.10810810810810811,0.0011294347531949195,153,171,False
#,#,#,#,#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,2.0,9.0,#,#,0.0,0.9272727272727272,0.9272727272727272,1,299.8716337101122,19953,18074,0.10810810810810811,0.001197607727049412,51,55,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,1.0,0.10655737704918032,0.10655737704918032,1,238.71875736491694,19991,18085,0.05405405405405406,0.0009533793672803054,52,488,False
#,#,"-959.9991,-798.0326679739553",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.09523809523809523,0.9523809523809523,1,236.69740905849733,18089,18089,0.02702702702702703,0.0009453066385567659,0,0,False
2.0,#,#,#,"-959.9991,3263.9981883400005",#,#,"-959.9991,2592.13884237",#,#,#,#,#,#,#,3.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.9258312020460358,0.9258312020460358,1,234.77926157697317,19965,18091,0.13513513513513514,0.0009376460665410933,362,391,False
#,#,#,#,#,#,#,#,"-959.9991,1728.0496354699999",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2.0,#,#,#,#,1.0,1.0,0.2222222222222222,0.2222222222222222,1,167.9328320364991,19915,18092,0.08108108108108109,0.0006706791662282538,6,27,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1997.8979062000003",#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.1478076379066478,0.1478076379066478,1,219.41147641420307,19996,18092,0.05405405405405406,0.000917881754088364,209,1414,False
2.0,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1488.09644933",#,#,3.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8979118329466357,0.8979118329466357,1,225.01682873649756,19965,18110,0.08108108108108109,0.0008986575004673284,387,431,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2448.0961192900004",#,"-959.9991,3001.18907430643",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.8947368421052632,0.8947368421052632,1,282.80165278359334,19990,18117,0.08108108108108109,0.0011294347531496949,153,171,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,"-959.9991,2519.997705",#,#,#,#,#,#,#,#,1.0,0.1622554660529344,0.1622554660529344,1,242.6590892865971,19996,18121,0.05405405405405406,0.000969116007315773,141,869,False
0.0,#,"-959.9991,2390.797502494427",#,#,#,#,"-959.9991,2592.13884237",#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,0.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.9295774647887324,0.9295774647887324,2,213.95564044823757,19990,18146,0.16216216216216217,0.0016869099789961909,132,142,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1872.31248967",3.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8949367088607595,0.8949367088607595,1,223.8191105227595,19979,18151,0.08108108108108109,0.0008938741317643481,707,790,False
2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,3.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,2.0,#,#,#,0.0,0.8767123287671232,0.8767123287671232,1,288.1805691781198,19965,18151,0.10810810810810811,0.0011509167178074958,64,73,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.8850174216027874,0.8850174216027874,1,215.56597727498647,19990,18154,0.10810810810810811,0.0008927087154400392,762,861,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",#,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9036144578313253,0.9036144578313253,1,233.66106318443474,19957,18154,0.10810810810810811,0.00093318027890153,75,83,False
#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2304.08038738",#,#,#,#,0.0,#,0.0,#,"-959.9991,3288.4555199000006",1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,0.9113149847094801,0.9113149847094801,2,237.92358767987935,19990,18164,0.16216216216216217,0.0019262140309582653,298,327,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,#,"-959.9991,1350.998785",#,#,#,#,#,#,#,2.0,1.0,0.3698630136986301,0.3698630136986301,1,182.73183154174276,19972,18170,0.08108108108108109,0.0007297824429897149,81,219,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,2208.62857646",2.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.9322033898305084,0.9322033898305084,1,286.4900165150142,19990,18172,0.10810810810810811,0.0011441650990989503,55,59,False
#,#,#,"-959.9991,2543.997615",#,"-959.9991,3600.02989631",#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,9.0,#,#,0.0,0.8922155688622755,0.8922155688622755,1,282.92133916287935,19990,18172,0.08108108108108109,0.0011299127487869683,149,167,False
2.0,#,#,#,#,#,#,#,#,#,#,#,#,#,"-959.9991,1872.31248967",3.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.9002624671916011,0.9002624671916011,1,242.78415178675516,19965,18181,0.10810810810810811,0.0009696154737531293,343,381,False
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,3.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.8560794044665012,0.8560794044665012,1,238.5104533618919,19965,18181,0.05405405405405406,0.0009525474563705884,345,403,False
0.0,#,#,#,#,#,#,#,#,"-959.9991,1920.29732487",#,#,"-959.9991,2304.08038738",#,#,#,#,#,#,#,#,"-959.9991,3288.4555199000006",1.0,#,#,6.0,#,#,#,#,#,1.0,#,#,#,#,#,0.0,1.0,1.0,2,231.947657830222,19908,18188,0.1891891891891892,0.0018526747852184034,24,24,False
