Specified Values,Specified Attribute Names,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_1, R_8, R_9, R_11",1.0,0.14487089821416776,0.8243243243243243,1,32.060951351835435,9972,5458,0.3,0.00022807525494535343,61,74,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_11, R_13",0.0,0.126673484214774,0.8133333333333334,1,36.13465568650844,9969,5481,0.3,0.00025705478036574766,61,75,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_10",0.0,1.0,1.0,5,52.35334671141736,9983,5482,0.3,0.00186215667267862,76,76,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_3, R_7, R_10, R_15",1.0,0.043992027686598226,0.7317073170731707,1,51.125487068995156,9663,5494,0.35,0.005190775636232768,30,41,False
"1.0, 1.0, 1.0, 1.0, 0.0, 1.0","A_1, A_3, R_5, R_7, R_12, R_15",1.0,0.2252924841036363,0.8615384615384616,1,52.92806728838366,9920,5508,0.3,0.00037651978283769323,56,65,False
"1.0, 1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_11, R_14",1.0,1.0,1.0,4,47.67680140808166,9988,5526,0.3,0.001356653271675882,64,64,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_7, R_15",1.0,1.0,1.0,5,67.25031815972041,9971,5535,0.25,0.0023920271877016963,148,148,False
"0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_0, R_1, R_2, R_3, R_6, R_14",1.0,1.0,1.0,1,40.5168,9916,5548,0.45,0.00028822848667717005,8,8,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_6, R_7, R_15",0.0,1.0,1.0,1,46.579293372416,9814,5562,0.4,0.0003313558632276833,16,16,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_3, R_10",0.0,1.0,1.0,2,54.05712471017418,9983,5591,0.35,0.0007691033472205385,39,39,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_7, R_10, R_14",1.0,0.07015616050000682,0.7666666666666667,1,47.27049375314742,9434,5643,0.35,0.00033627292577282264,23,30,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_3, R_8, R_13, R_14, R_15",1.0,0.09059001544316239,0.7865168539325843,1,49.41647131750195,9971,5679,0.3,0.00035153898493388834,70,89,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_0, R_2",0.0,1.0,1.0,4,45.16631801400219,9989,5680,0.25,0.0012852169460525662,154,154,False
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_8",0.0,1.0,1.0,9,47.16408203563876,9951,5693,0.25,0.0030196434051023412,126,126,False
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, R_8, R_9, R_11, R_12",0.0,0.3219732365906964,0.8928571428571429,1,43.38318966139358,9998,5697,0.3,0.0003086194147448002,50,56,False
"1.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_2, R_12, R_14",1.0,0.08101311022241207,0.7777777777777778,1,53.94725858292448,9970,5700,0.3,0.0003837701077513105,49,63,False
"0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_7, R_8",1.0,0.08470329472543003,0.78125,1,42.57154236628078,9991,5701,0.25,0.0003028455167176613,100,128,False
"0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2",0.0,1.0,1.0,9,48.11515329231996,9964,5726,0.25,0.0030805349972645654,143,143,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_4, R_12, R_13",1.0,0.07781143197121464,0.7746478873239436,1,51.732959590764786,9731,5752,0.3,0.0003680180234909303,55,71,False
"0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_7",0.0,1.0,1.0,11,44.21522641903417,9973,5756,0.25,0.0034599219530494292,130,130,False
"0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_2, A_3, R_2, R_4, R_7, R_13, R_15",0.0,0.14347992566424797,0.8235294117647058,1,47.93029605621761,8573,5756,0.4,0.00034096662861510116,14,17,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_4, R_10",0.0,0.06366503306487663,0.7592592592592593,1,43.250918957645204,9729,5771,0.3,0.00030767846716816237,41,54,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, R_2, R_3, R_14",1.0,1.0,1.0,3,53.05879621577655,9909,5795,0.3,0.0011323492875685369,64,64,False
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_6, R_10, R_14",0.0,1.0,1.0,1,43.464,9410,5799,0.4,0.00030919428348084047,7,7,False
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_1, A_2, A_3, R_4, R_5, R_7, R_8",0.0,0.09846874009910023,0.7931034482758621,1,49.256864758838745,9616,5804,0.35,0.0003504035755020663,23,29,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_6, R_13, R_14, R_15",1.0,1.0,1.0,1,30.751490864355425,9988,5815,0.35,0.0002187600125108593,23,23,False
"1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_3, R_5, R_11, R_15",0.0,0.07102014188006439,0.7676056338028169,1,43.02412448755903,9948,5821,0.25,0.00030606509624795915,109,142,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_6, R_9",0.0,1.0,1.0,2,41.258044714463324,9863,5842,0.35,0.000587003109392093,34,34,False
"0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, R_4, R_15",1.0,0.15582934989514965,0.8303571428571429,1,37.88358402851171,9923,5847,0.25,0.00026949631003547514,93,112,False
"0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_0, R_1, R_8, R_10, R_15",1.0,0.02824752489999998,0.7,1,52.34119464539914,9873,5848,0.4,0.008276219677103113,14,20,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_4, R_5, R_8, R_14",0.0,0.09736236134931163,0.7922077922077922,1,49.33715474622025,9954,5851,0.3,0.0003509747425626017,61,77,False
"0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_7, R_10, R_11",1.0,1.0,1.0,2,66.60479978020537,9995,5862,0.4,0.0009476266953996614,20,20,False
"0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_2, R_10, R_14",0.0,0.07590360545400188,0.7727272727272727,1,42.90136911881784,9989,5890,0.3,0.00030519183887907093,51,66,False
"1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_3, R_13",0.0,1.0,1.0,3,44.97698757343419,9793,5906,0.35,0.0009598721318259697,23,23,False
"1.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_14",1.0,1.0,1.0,3,51.54094555532096,9836,5925,0.3,0.0010999562210727827,47,47,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_0, R_1, R_2, R_6",1.0,0.5109962494792608,0.935064935064935,1,51.21932376817733,9888,5930,0.3,0.0003643641200274888,72,77,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_2, A_3, R_0, R_5, R_6, R_7, R_12, R_15",1.0,0.009094947017729282,0.625,1,51.859008741376,9789,5933,0.4,0.0003689147121713693,10,16,False
"0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_3, R_2, R_3, R_4, R_6, R_8",0.0,0.03861077083162305,0.7222222222222222,1,48.55414828056576,9953,5959,0.4,0.0003454045897209648,13,18,False
"1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_5, R_8",1.0,1.0,1.0,2,40.29130616012685,9877,5965,0.3,0.0005732487363651572,58,58,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_3, R_3, R_5, R_7, R_10, R_11",1.0,0.14347992566424797,0.8235294117647058,1,43.16347017053976,9995,5984,0.35,0.00030705637382492804,28,34,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_9, R_15",1.0,1.0,1.0,1,47.96921301578408,9910,5986,0.35,0.0003412434761539473,26,26,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, R_5, R_12, R_14, R_15",0.0,0.454840360094456,0.9242424242424242,1,45.631600635190345,9980,5995,0.3,0.0003246141648831572,61,66,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_4, R_6",0.0,1.0,1.0,6,57.64232280059672,9992,6001,0.25,0.00246033637444807,131,131,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1, R_2, R_3, R_10, R_11, R_15",1.0,1.0,1.0,1,45.333333333333336,9724,6002,0.5,0.0003224923504002877,3,3,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_3, R_0, R_1, R_4, R_11",1.0,0.04773388556793786,0.7377049180327869,1,51.44074592876312,9852,6012,0.3,0.004813370022964236,45,61,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, R_4, R_7, R_9, R_12, R_13",0.0,0.2037937254811257,0.8529411764705882,1,42.97665108433627,9887,6025,0.35,0.00030572737986442664,29,34,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_6, R_8, R_9, R_14, R_15",0.0,1.0,1.0,1,47.5919232,9984,6031,0.4,0.00033855951116554364,11,11,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_11, R_13",1.0,1.0,1.0,6,48.869910629775966,9717,6048,0.3,0.00208590516302406,65,65,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_4, R_6",0.0,1.0,1.0,4,51.02931479155692,9979,6054,0.3,0.0014520497352745903,67,67,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_3, R_3, R_9, R_10, R_11, R_13, R_15",1.0,1.0,1.0,1,50.156772352000004,9773,6067,0.4,0.0003568053398004848,13,13,False
"0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_1, R_2",1.0,0.15169070024862683,0.828125,1,44.63443949584418,9963,6076,0.25,0.00031752055812825483,106,128,False
"0.0, 0.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, R_2, R_3, R_9, R_10",1.0,0.09594242007094977,0.7910447761194029,1,48.13500795008598,9916,6076,0.3,0.0003424229084638182,53,67,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_0, R_1, R_8",1.0,1.0,1.0,3,50.3059991609132,9880,6079,0.3,0.0010736007292480897,61,61,False
"1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_4, R_7, R_13",0.0,1.0,1.0,2,46.095321105203205,9793,6100,0.4,0.0006558259608385132,17,17,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_5, R_7, R_9, R_11, R_12, R_15",1.0,1.0,1.0,1,38.333333333333336,9337,6122,0.55,0.00027269573747083146,3,3,False
"0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, R_0, R_5, R_9, R_10, R_14",0.0,0.017341529915832606,0.6666666666666666,1,49.74719744,9536,6149,0.4,0.00035389170503498764,8,12,False
"0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, R_4",1.0,0.07631803853770801,0.7731481481481481,1,39.164290561069876,9957,6152,0.2,0.00027860700253233583,167,216,False
"0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_10, R_13",0.0,1.0,1.0,2,51.960209993853084,9651,6161,0.35,0.0007392692756563323,26,26,False
"0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_6",0.0,1.0,1.0,11,54.726409577245605,9979,6166,0.25,0.004282441168872402,136,136,False
"0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0",1.0,1.0,1.0,10,40.55515703976526,9967,6170,0.25,0.002885013510575001,127,127,False
"0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_4, R_12, R_15",1.0,1.0,1.0,2,50.836816896,9722,6174,0.4,0.0007232860838673572,13,13,False
"1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_15",1.0,1.0,1.0,7,61.67441612940767,9971,6176,0.25,0.0030711770276463228,118,118,False
"1.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_12, R_14",1.0,1.0,1.0,9,56.09881779126337,9977,6179,0.25,0.0035916828625949557,130,130,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_4, R_11, R_12",0.0,1.0,1.0,1,55.846215141982206,9536,6186,0.4,0.00039727890842863184,19,19,False
"0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_5",0.0,0.10129231683604963,0.7953488372093023,1,50.09300217765153,9992,6193,0.2,0.00035635169141641694,171,215,False
"1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_7, R_11, R_12",0.0,1.0,1.0,1,41.189230467499115,9889,6196,0.4,0.00029301202377888814,23,23,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_2, R_3, R_5, R_7, R_9, R_10, R_11",1.0,0.017341529915832606,0.6666666666666666,1,44.666666666666664,7287,6207,0.5,0.0003177498158355775,2,3,False
"0.0, 1.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_3, R_4, R_6, R_11",0.0,1.0,1.0,2,54.8085941701299,9952,6208,0.3,0.0007797949568850306,57,57,False
"1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_3, R_9, R_12, R_14",1.0,0.1253815679310719,0.8125,1,57.39728576287685,9970,6210,0.25,0.0004083129174764806,104,128,False
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_2, R_6, R_10, R_13",0.0,1.0,1.0,1,49.912974848000005,9607,6215,0.4,0.00035507101266621973,14,14,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_12, R_14",0.0,1.0,1.0,1,47.74677270291006,9795,6219,0.35,0.00033966107984536236,37,37,False
"0.0, 0.0, 1.0, 1.0, 1.0","A_2, A_3, R_2, R_4, R_12",1.0,0.08204314247412338,0.7787610619469026,1,43.52089008874738,9788,6236,0.25,0.0003095989882992513,88,113,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_8, R_12, R_14, R_15",0.0,0.012054376104299195,0.6428571428571429,1,52.01238548479999,9892,6238,0.4,0.00037000580393203576,9,14,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_15",1.0,1.0,1.0,1,45.708776824611185,9884,6241,0.3,0.00032516318100200863,54,54,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_3, R_0, R_1, R_6, R_8, R_13",0.0,0.007788724579811145,0.6153846153846154,1,48.475450368,9176,6256,0.4,0.00034484474836519427,8,13,False
"1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_4, R_8, R_12",0.0,1.0,1.0,2,60.72889851590024,9960,6260,0.3,0.0008640267008652886,61,61,False
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_0, R_9, R_11",0.0,1.0,1.0,2,39.06132606285996,9939,6268,0.35,0.000555749066989576,42,42,False
"1.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_11",0.0,1.0,1.0,10,41.614129349920674,9939,6268,0.25,0.0029603467023347455,132,132,False
"0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_3, R_7, R_12, R_13, R_14, R_15",0.0,0.1793344879248387,0.8421052631578947,1,36.383270126944254,9941,6280,0.4,0.000258823374231327,16,19,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_6, R_7",1.0,0.07125318561721058,0.7678571428571429,1,63.37328662048786,9995,6294,0.25,0.0004508250034154169,86,112,False
"1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_3, R_6, R_10, R_11",1.0,1.0,1.0,1,41.5,8651,6295,0.45,0.0002952227766532045,2,2,False
"1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_2, R_12, R_13, R_14",1.0,0.10737418240000006,0.8,1,53.569935570162194,9860,6297,0.25,0.0003810859066061819,100,125,False
"1.0, 1.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_3, R_3, R_12, R_14",1.0,1.0,1.0,3,57.68604820962872,9942,6297,0.3,0.0012311013489106416,65,65,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, R_7, R_8, R_12, R_13, R_15",1.0,0.23906771605510008,0.8666666666666667,2,56.19297356637516,9860,6335,0.35,0.0007994913582971276,26,30,False
"0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0","A_0, A_1, A_3, R_2, R_5, R_6, R_11, R_14, R_15",0.0,0.017341529915832606,0.6666666666666666,1,40.232,9641,6370,0.45,0.0002862024759111259,6,9,False
"0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_2, R_5, R_10, R_13",1.0,1.0,1.0,1,51.933648279699455,9909,6377,0.4,0.0003694456830569588,19,19,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_3, R_0, R_8, R_12, R_14",0.0,0.34085209256967963,0.8979591836734694,1,46.283375190257814,9980,6382,0.3,0.00032925075991686626,44,49,False
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_0, R_1, R_4, R_12, R_14",1.0,0.23906771605510008,0.8666666666666667,1,45.33351370752,9196,6386,0.4,0.00032249363354650994,13,15,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_2, R_3, R_13, R_15",1.0,1.0,1.0,1,69.04312751782138,9818,6391,0.35,0.0004911591280634337,28,28,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_1, A_2, A_3, R_0, R_7, R_11",1.0,0.09736236134931163,0.7922077922077922,1,62.40676773577185,9995,6400,0.3,0.00044394937958810077,61,77,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_5, R_11, R_15",0.0,1.0,1.0,1,50.07847145364609,9948,6417,0.35,0.00035624832272514786,31,31,False
"1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2, R_8, R_9, R_14",1.0,1.0,1.0,1,49.75,9677,6440,0.45,0.00035391164189149216,4,4,False
"0.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, R_3, R_4, R_6",0.0,0.12702589318248353,0.8135593220338984,1,48.68594772793059,9952,6444,0.3,0.00034634218487307087,48,59,False
"1.0, 1.0, 0.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_3, R_4, R_6",0.0,0.0880842279823248,0.7843137254901961,1,49.67234119428552,9979,6447,0.3,0.00035335919253595964,40,51,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_7, R_9, R_10, R_12",0.0,1.0,1.0,2,49.27737088,9782,6456,0.4,0.0007010989039693187,12,12,False
"1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_2, A_3, R_0, R_2, R_3, R_4, R_7, R_14",1.0,0.056313514709472656,0.75,1,45.2672,7863,6466,0.4,0.00032202189097146845,6,8,False
"1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0","A_1, A_2, A_3, R_0, R_4, R_9, R_14, R_15",1.0,0.056313514709472656,0.75,1,38.380416000000004,9775,6468,0.4,0.00027303067423192957,9,12,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_3, R_8, R_9, R_11, R_14",1.0,0.13443063274931202,0.8181818181818182,1,42.39026498559525,9905,6471,0.3,0.00030155594535210943,45,55,False
"0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_4, R_10, R_15",1.0,1.0,1.0,3,47.100017325714745,9722,6484,0.35,0.001005180570745413,28,28,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_2, A_3, R_2, R_14, R_15",0.0,0.11815700323790082,0.8076923076923077,1,44.92160584131648,9944,6495,0.3,0.00031956340260709065,42,52,False
"0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_3, R_12, R_14",1.0,1.0,1.0,1,47.62887040829345,9884,6499,0.35,0.0003388223462841455,24,24,False
"1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_3, R_2, R_3, R_4, R_6, R_7, R_14, R_15",1.0,0.08101311022241207,0.7777777777777778,1,55.31328,9505,6501,0.45,0.00039348771343123285,7,9,False
"1.0, 1.0, 1.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_14",1.0,1.0,1.0,7,46.82445556691879,9988,6504,0.25,0.002331699289498375,112,112,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, R_1, R_5, R_8, R_11, R_12",0.0,0.07253815028640576,0.7692307692307693,1,44.808543232,9038,6506,0.4,0.0003187590976081011,10,13,False
"0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_2, A_3, R_3, R_7",1.0,1.0,1.0,9,60.74352676096494,9995,6513,0.25,0.0038890567158246445,103,103,False
"0.0, 0.0, 0.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_1",1.0,1.0,1.0,7,42.41061305267619,9990,6518,0.25,0.0021119048822850583,110,110,False
"0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_6, R_8, R_11",0.0,1.0,1.0,2,49.92379654542666,9912,6542,0.35,0.0007102959921547237,26,26,False
"0.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, A_3, R_0, R_4",0.0,1.0,1.0,4,57.33761905124674,9954,6545,0.25,0.0016315538412523124,108,108,False
"1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_10, R_13",0.0,1.0,1.0,5,49.702832853071705,9950,6548,0.3,0.0017678805207727642,47,47,False
"1.0, 1.0, 1.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_9, R_15",0.0,1.0,1.0,4,35.0453308059521,9948,6551,0.3,0.0009972221560735676,49,49,False
"1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_15",1.0,0.14950341720132934,0.8269230769230769,2,53.586666987040424,9977,6558,0.2,0.0007624098611809485,172,208,False
"1.0, 0.0, 1.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_10",0.0,1.0,1.0,13,48.40435937248564,9997,6562,0.25,0.004476407274429929,103,103,False
"1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0","A_0, A_1, A_2, A_3, R_3, R_7, R_10, R_12",0.0,1.0,1.0,1,39.209121792,9911,6562,0.4,0.00027892592302573274,13,13,False
"1.0, 0.0, 1.0, 0.0, 0.0, 0.0","A_0, A_1, A_2, A_3, R_10, R_14",0.0,1.0,1.0,3,49.505244577353004,9997,6573,0.3,0.0010565115009413602,58,58,False
"1.0, 1.0, 0.0, 1.0, 0.0, 1.0","A_1, A_2, A_3, R_6, R_9, R_15",1.0,0.3328681038017812,0.8958333333333334,2,34.10276648915956,9929,6574,0.3,0.0004852006464812309,43,48,False
"0.0, 1.0, 1.0, 1.0, 1.0, 0.0","A_0, A_2, A_3, R_3, R_7, R_14",1.0,1.0,1.0,3,62.617782698192755,9937,6585,0.3,0.001336351494652587,60,60,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_8, R_15",1.0,1.0,1.0,1,55.056192387817546,9818,6592,0.3,0.00039165884310083174,50,50,False
"1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, A_3, R_0, R_2, R_10, R_11, R_14, R_15",1.0,0.1,1.0,1,38.5,6593,6593,0.5,0.000273881371112009,0,0,False
"0.0, 0.0, 0.0, 1.0, 0.0","A_0, A_1, A_2, A_3, R_1",0.0,1.0,1.0,7,47.33590604206224,9974,6595,0.25,0.0023571677908416798,99,99,False
"1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_2, R_3, R_4, R_7, R_8, R_13, R_14",1.0,0.1615055828898458,0.8333333333333334,1,46.239999999999995,9860,6602,0.45,0.00032894219740829336,5,6,False
"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0","A_1, A_2, A_3, R_0, R_6, R_8, R_15",0.0,1.0,1.0,1,60.34080693312327,9631,6608,0.35,0.00042925254381425505,25,25,False
"1.0, 0.0, 0.0, 0.0, 0.0","A_0, A_2, R_7, R_12, R_13",0.0,0.07767284187131532,0.7745098039215687,1,44.03381798621511,9960,6628,0.25,0.0003132478557236685,79,102,False
"0.0, 1.0, 0.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_6, R_11, R_14",1.0,0.18814528037496547,0.8461538461538461,1,29.24237784032363,9893,6651,0.3,0.0002080244814930718,33,39,False
"1.0, 1.0, 1.0, 1.0, 1.0, 1.0","A_0, A_1, A_3, R_3, R_11, R_13",1.0,0.14799861436994402,0.8260869565217391,1,52.73848126305224,9818,6665,0.3,0.00037517110542051286,38,46,False
"0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0","A_1, A_2, A_3, R_0, R_1, R_7, R_13",1.0,0.1615055828898458,0.8333333333333334,1,47.31442614461234,9877,6681,0.35,0.00033658545210037176,20,24,False
